s,sLabel,point,update,isil,jawp
http://www.wikidata.org/entity/Q61886420,那須町立図書館,,2019-05-19T00:59:49Z,JP-1000542,
http://www.wikidata.org/entity/Q61886421,那珂川町馬頭図書館,,2019-05-19T00:59:52Z,JP-1000543,
http://www.wikidata.org/entity/Q61886425,前橋市立図書館上川淵分館,,2019-05-19T00:59:59Z,JP-1000548,
http://www.wikidata.org/entity/Q61886426,前橋市立図書館下川淵分館,,2019-05-19T01:00:02Z,JP-1000549,
http://www.wikidata.org/entity/Q61886427,前橋市立図書館芳賀分館,,2019-05-19T01:00:04Z,JP-1000550,
http://www.wikidata.org/entity/Q61886431,前橋市立図書館清里分館,,2019-05-19T01:00:15Z,JP-1000554,
http://www.wikidata.org/entity/Q61886432,前橋市立図書館城南分館,,2019-05-19T01:00:18Z,JP-1000555,
http://www.wikidata.org/entity/Q61886433,前橋市立図書館大胡分館,,2019-05-19T01:00:20Z,JP-1000556,
http://www.wikidata.org/entity/Q61886435,前橋市立図書館粕川分館,,2019-05-19T01:00:26Z,JP-1000558,
http://www.wikidata.org/entity/Q61886438,高崎市立中央図書館,,2019-05-19T01:00:33Z,JP-1000561,
http://www.wikidata.org/entity/Q61886441,高崎市立新町図書館,,2019-05-19T01:00:41Z,JP-1000564,
http://www.wikidata.org/entity/Q61886443,高崎市立山種記念吉井図書館,,2019-05-19T01:00:46Z,JP-1000566,
http://www.wikidata.org/entity/Q61886444,桐生市立新里図書館,,2019-05-19T01:00:49Z,JP-1000568,
http://www.wikidata.org/entity/Q61886445,伊勢崎市図書館,,2019-05-19T01:00:51Z,JP-1000569,
http://www.wikidata.org/entity/Q61886446,伊勢崎市赤堀図書館,,2019-05-19T01:00:54Z,JP-1000570,
http://www.wikidata.org/entity/Q61886447,伊勢崎市あずま図書館,,2019-05-19T01:00:56Z,JP-1000571,
http://www.wikidata.org/entity/Q61886449,太田市立中央図書館,,2019-05-19T01:01:02Z,JP-1000573,
http://www.wikidata.org/entity/Q61886451,太田市立新田図書館,,2019-05-19T01:01:07Z,JP-1000575,
http://www.wikidata.org/entity/Q61886452,太田市立藪塚本町図書館,,2019-05-19T01:01:09Z,JP-1000576,
http://www.wikidata.org/entity/Q61886453,沼田市立図書館,,2019-05-19T01:01:12Z,JP-1000577,
http://www.wikidata.org/entity/Q61886454,館林市立図書館,,2019-05-19T01:01:14Z,JP-1000578,
http://www.wikidata.org/entity/Q61886455,渋川市立図書館,,2019-05-19T01:01:18Z,JP-1000579,
http://www.wikidata.org/entity/Q61886457,藤岡市立図書館,,2019-05-19T01:01:23Z,JP-1000581,
http://www.wikidata.org/entity/Q61886459,安中市図書館,,2019-05-19T01:01:28Z,JP-1000583,
http://www.wikidata.org/entity/Q61886460,安中市松井田図書館,,2019-05-19T01:01:30Z,JP-1000584,
http://www.wikidata.org/entity/Q61886461,みどり市立笠懸図書館,,2019-05-19T01:01:33Z,JP-1000585,
http://www.wikidata.org/entity/Q61886464,中之条町ツインプラザ図書館,,2019-05-19T01:01:38Z,JP-1000587,
http://www.wikidata.org/entity/Q61886465,吉岡町図書館,,2019-05-19T01:01:40Z,JP-1000588,
http://www.wikidata.org/entity/Q61886466,神流町図書館,,2019-05-19T01:01:43Z,JP-1000589,
http://www.wikidata.org/entity/Q61886469,玉村町立図書館,,2019-05-19T01:01:51Z,JP-1000592,
http://www.wikidata.org/entity/Q61886470,明和町立図書館,,2019-05-19T01:01:54Z,JP-1000593,
http://www.wikidata.org/entity/Q61886472,大泉町立図書館,,2019-05-19T01:02:04Z,JP-1000595,
http://www.wikidata.org/entity/Q61886474,さいたま市立北浦和図書館,,2019-05-19T01:02:09Z,JP-1000600,
http://www.wikidata.org/entity/Q61886475,さいたま市立南浦和図書館,,2019-05-19T01:02:12Z,JP-1000601,
http://www.wikidata.org/entity/Q61886476,さいたま市立東浦和図書館,,2019-05-19T01:02:14Z,JP-1000602,
http://www.wikidata.org/entity/Q61886478,さいたま市立大宮西部図書館,,2019-05-19T01:02:20Z,JP-1000604,
http://www.wikidata.org/entity/Q61886479,さいたま市立大宮東図書館,,2019-05-19T01:02:22Z,JP-1000605,
http://www.wikidata.org/entity/Q61886480,さいたま市立春野図書館,,2019-05-19T01:02:25Z,JP-1000606,
http://www.wikidata.org/entity/Q61886481,さいたま市立大宮西部図書館三橋分館,,2019-05-19T01:02:27Z,JP-1000607,
http://www.wikidata.org/entity/Q61886483,さいたま市立宮原図書館,,2019-05-19T01:02:32Z,JP-1000609,
http://www.wikidata.org/entity/Q61886486,さいたま市立与野図書館西分館,,2019-05-19T01:02:40Z,JP-1000612,
http://www.wikidata.org/entity/Q61886491,さいたま市立岩槻駅東口図書館,,2019-05-19T01:02:53Z,JP-1000617,
http://www.wikidata.org/entity/Q61886495,さいたま市立中央図書館,,2019-05-19T01:43:11Z,JP-1000621,
http://www.wikidata.org/entity/Q61886497,川越市立中央図書館,,2019-05-19T01:43:20Z,JP-1000623,
http://www.wikidata.org/entity/Q61886498,川越市立西図書館,,2019-05-19T01:43:23Z,JP-1000624,
http://www.wikidata.org/entity/Q61886499,川越市立川越駅東口図書館,,2019-05-19T01:43:25Z,JP-1000625,
http://www.wikidata.org/entity/Q61886500,川越市立高階図書館,,2019-05-19T01:43:28Z,JP-1000626,
http://www.wikidata.org/entity/Q61886501,熊谷市立熊谷図書館,,2019-05-19T01:43:30Z,JP-1000627,
http://www.wikidata.org/entity/Q61886503,熊谷市立妻沼図書館,,2019-05-19T01:43:36Z,JP-1000629,
http://www.wikidata.org/entity/Q61886504,熊谷市立江南図書館,,2019-05-19T01:43:38Z,JP-1000630,
http://www.wikidata.org/entity/Q61886506,川口市立前川図書館,,2019-05-19T01:43:43Z,JP-1000632,
http://www.wikidata.org/entity/Q61886507,川口市立新郷図書館,,2019-05-19T01:43:46Z,JP-1000633,
http://www.wikidata.org/entity/Q61886508,川口市立横曽根図書館,,2019-05-19T01:43:48Z,JP-1000634,
http://www.wikidata.org/entity/Q61886509,川口市立戸塚図書館,,2019-05-19T01:43:51Z,JP-1000635,
http://www.wikidata.org/entity/Q61886510,秩父市立秩父図書館,,2019-05-19T01:43:54Z,JP-1000637,
http://www.wikidata.org/entity/Q61886512,所沢市立所沢図書館,,2019-05-19T01:43:59Z,JP-1000639,
http://www.wikidata.org/entity/Q61886513,所沢市立所沢図書館所沢分館,,2019-05-19T01:44:01Z,JP-1000640,
http://www.wikidata.org/entity/Q61886517,所沢市立所沢図書館吾妻分館,,2019-05-19T01:44:12Z,JP-1000644,
http://www.wikidata.org/entity/Q61886518,所沢市立所沢図書館柳瀬分館,,2019-05-19T01:44:14Z,JP-1000645,
http://www.wikidata.org/entity/Q61886519,飯能市立図書館,,2019-05-19T01:44:17Z,JP-1000646,
http://www.wikidata.org/entity/Q61886521,加須市立加須図書館,,2019-05-19T01:44:22Z,JP-1000648,
http://www.wikidata.org/entity/Q61886524,加須市立童謡のふる里おおとね図書館,,2019-05-19T01:44:30Z,JP-1000651,
http://www.wikidata.org/entity/Q61886525,本庄市立図書館,,2019-05-19T01:44:33Z,JP-1000652,
http://www.wikidata.org/entity/Q61886526,本庄市立図書館児玉分館,,2019-05-19T01:44:35Z,JP-1000653,
http://www.wikidata.org/entity/Q61886527,春日部市立中央図書館,,2019-05-19T01:44:38Z,JP-1000656,
http://www.wikidata.org/entity/Q61886528,春日部市立武里図書館,,2019-05-19T01:44:41Z,JP-1000657,
http://www.wikidata.org/entity/Q61886529,狭山市立中央図書館,,2019-05-19T01:44:43Z,JP-1000658,
http://www.wikidata.org/entity/Q61886531,鴻巣市立鴻巣中央図書館,,2019-05-19T01:44:48Z,JP-1000661,
http://www.wikidata.org/entity/Q61886534,深谷市立図書館,,2019-05-19T01:44:56Z,JP-1000664,
http://www.wikidata.org/entity/Q61886533,鴻巣市立川里図書館,,2019-05-19T01:44:54Z,JP-1000663,
http://www.wikidata.org/entity/Q61886535,深谷市立川本図書館,,2019-05-19T01:44:59Z,JP-1000665,
http://www.wikidata.org/entity/Q61886536,深谷市立花園こども情報交流図書館アクロス,,2019-05-19T01:45:01Z,JP-1000666,
http://www.wikidata.org/entity/Q61886537,深谷市立岡部図書館,,2019-05-19T01:45:04Z,JP-1000667,
http://www.wikidata.org/entity/Q61886538,上尾市図書館平方分館,,2019-05-19T01:45:07Z,JP-1000669,
http://www.wikidata.org/entity/Q61886539,上尾市図書館瓦葺分館,,2019-05-19T01:45:09Z,JP-1000670,
http://www.wikidata.org/entity/Q61886541,上尾市図書館上尾駅前分館,,2019-05-19T01:45:14Z,JP-1000672,
http://www.wikidata.org/entity/Q61886542,上尾市図書館上平公民館図書室,,2019-05-19T01:45:17Z,JP-1000673,
http://www.wikidata.org/entity/Q61886543,上尾市図書館原市公民館図書室,,2019-05-19T01:45:20Z,JP-1000674,
http://www.wikidata.org/entity/Q61886545,上尾市図書館大石分館,,2019-05-19T01:45:25Z,JP-1000676,
http://www.wikidata.org/entity/Q61886548,蕨市立図書館北町分館,,2019-05-19T01:45:33Z,JP-1000680,
http://www.wikidata.org/entity/Q61886549,蕨市立図書館塚越分館,,2019-05-19T01:45:35Z,JP-1000681,
http://www.wikidata.org/entity/Q61886550,蕨市立図書館錦町分館,,2019-05-19T01:45:38Z,JP-1000682,
http://www.wikidata.org/entity/Q61886551,戸田市立図書館美笹分室,,2019-05-19T01:45:41Z,JP-1000684,
http://www.wikidata.org/entity/Q61886552,戸田市立図書館下戸田分室,,2019-05-19T01:45:43Z,JP-1000685,
http://www.wikidata.org/entity/Q61886553,戸田市立図書館上戸田分室,,2019-05-19T01:45:46Z,JP-1000686,
http://www.wikidata.org/entity/Q61886555,入間市立図書館,,2019-05-19T01:45:51Z,JP-1000688,
http://www.wikidata.org/entity/Q61886556,入間市立図書館西武分館,,2019-05-19T01:45:54Z,JP-1000689,
http://www.wikidata.org/entity/Q61886557,入間市立図書館金子分館,,2019-05-19T01:45:56Z,JP-1000690,
http://www.wikidata.org/entity/Q61886558,入間市立図書館藤沢分館,,2019-05-19T01:45:59Z,JP-1000691,
http://www.wikidata.org/entity/Q61886559,川口市立鳩ケ谷図書館,,2019-05-19T01:46:01Z,JP-1000692,
http://www.wikidata.org/entity/Q61886561,志木市立柳瀬川図書館,,2019-05-19T01:46:06Z,JP-1000695,
http://www.wikidata.org/entity/Q61886562,志木市立いろは遊学図書館,,2019-05-19T01:46:09Z,JP-1000696,
http://www.wikidata.org/entity/Q61886563,新座市立中央図書館,,2019-05-19T01:46:12Z,JP-1000698,
http://www.wikidata.org/entity/Q61886564,福祉の里図書館,,2019-05-19T01:46:14Z,JP-1000699,
http://www.wikidata.org/entity/Q61886566,桶川市立駅西口図書館,,2019-05-19T01:46:19Z,JP-1000701,
http://www.wikidata.org/entity/Q61886567,久喜市立中央図書館,,2019-05-19T01:46:22Z,JP-1000702,
http://www.wikidata.org/entity/Q61886569,久喜市立菖蒲図書館,,2019-05-19T01:46:25Z,JP-1000704,
http://www.wikidata.org/entity/Q61886570,久喜市立栗橋文化会館図書室,,2019-05-19T01:46:27Z,JP-1000705,
http://www.wikidata.org/entity/Q61886571,北本市立中央図書館,,2019-05-19T01:46:30Z,JP-1000706,
http://www.wikidata.org/entity/Q61886573,八潮市立八幡図書館,,2019-05-19T01:46:32Z,JP-1000707,
http://www.wikidata.org/entity/Q61886574,八潮市立八條図書館,,2019-05-19T01:46:35Z,JP-1000708,
http://www.wikidata.org/entity/Q61886575,富士見市立中央図書館,,2019-05-19T01:46:38Z,JP-1000709,
http://www.wikidata.org/entity/Q61886576,富士見市立図書館鶴瀬西分館,,2019-05-19T01:46:40Z,JP-1000710,
http://www.wikidata.org/entity/Q61886581,三郷市立北部図書館,,2019-05-19T01:46:50Z,JP-1000714,
http://www.wikidata.org/entity/Q61886582,坂戸市立中央図書館,,2019-05-19T01:46:53Z,JP-1000716,
http://www.wikidata.org/entity/Q61886583,坂戸市立図書館勝呂分館,,2019-05-19T01:46:56Z,JP-1000717,
http://www.wikidata.org/entity/Q61886585,鶴ケ島市立図書館富士見分室,,2019-05-19T01:47:01Z,JP-1000720,
http://www.wikidata.org/entity/Q61886586,鶴ケ島市立図書館南分室,,2019-05-19T01:47:03Z,JP-1000721,
http://www.wikidata.org/entity/Q61886587,鶴ケ島市立図書館北分室,,2019-05-19T01:47:06Z,JP-1000722,
http://www.wikidata.org/entity/Q61886591,鶴ケ島市立中央図書館,,2019-05-19T01:47:14Z,JP-1000725,
http://www.wikidata.org/entity/Q61886592,鶴ケ島市立図書館西分室,,2019-05-19T01:47:17Z,JP-1000726,
http://www.wikidata.org/entity/Q61886593,日高市立図書館,,2019-05-19T01:47:19Z,JP-1000727,
http://www.wikidata.org/entity/Q61886594,吉川市立図書館,,2019-05-19T01:47:22Z,JP-1000728,
http://www.wikidata.org/entity/Q61886596,ふじみ野市立上福岡図書館,,2019-05-19T01:33:43Z,JP-1000729,
http://www.wikidata.org/entity/Q61886597,ふじみ野市立大井図書館,,2019-05-19T01:33:46Z,JP-1000730,
http://www.wikidata.org/entity/Q61886601,越生町立図書館,,2019-05-19T01:33:51Z,JP-1000735,
http://www.wikidata.org/entity/Q61886602,滑川町立図書館,,2019-05-19T01:33:53Z,JP-1000736,
http://www.wikidata.org/entity/Q61886604,知識の森嵐山町立図書館,,2019-05-19T01:33:56Z,JP-1000737,
http://www.wikidata.org/entity/Q61886605,小川町立図書館,,2019-05-19T01:33:59Z,JP-1000738,
http://www.wikidata.org/entity/Q61886606,川島町立図書館,,2019-05-19T01:34:01Z,JP-1000739,
http://www.wikidata.org/entity/Q61886607,吉見町立図書館,,2019-05-19T01:34:04Z,JP-1000740,
http://www.wikidata.org/entity/Q61886608,鳩山町立図書館,,2019-05-19T01:34:07Z,JP-1000741,
http://www.wikidata.org/entity/Q61886609,ときがわ町立図書館,,2019-05-19T01:34:09Z,JP-1000742,
http://www.wikidata.org/entity/Q61886610,横瀬町立図書館,,2019-05-19T01:34:12Z,JP-1000743,
http://www.wikidata.org/entity/Q61886613,美里町立図書館,,2019-05-19T01:34:18Z,JP-1000746,
http://www.wikidata.org/entity/Q61886617,千葉市みやこ図書館白旗分館,,2019-05-19T01:35:15Z,JP-1000756,
http://www.wikidata.org/entity/Q61886619,千葉市緑図書館あすみが丘分館,,2019-05-19T01:35:20Z,JP-1000758,
http://www.wikidata.org/entity/Q61886621,千葉市若葉図書館,,2019-05-19T01:35:23Z,JP-1000759,
http://www.wikidata.org/entity/Q61886622,千葉市若葉図書館西都賀分館,,2019-05-19T01:35:25Z,JP-1000760,
http://www.wikidata.org/entity/Q61886623,千葉市花見川図書館,,2019-05-19T01:35:28Z,JP-1000761,
http://www.wikidata.org/entity/Q61886624,千葉市花見川図書館花見川団地分館,,2019-05-19T01:35:30Z,JP-1000762,
http://www.wikidata.org/entity/Q61886625,千葉市美浜図書館,,2019-05-19T01:35:33Z,JP-1000763,
http://www.wikidata.org/entity/Q61886626,千葉市みやこ図書館,,2019-05-19T01:35:35Z,JP-1000764,
http://www.wikidata.org/entity/Q61886627,千葉市緑図書館,,2019-05-19T01:35:38Z,JP-1000765,
http://www.wikidata.org/entity/Q61886629,千葉市美浜図書館打瀬分館,,2019-05-19T01:35:40Z,JP-1000767,
http://www.wikidata.org/entity/Q61886630,千葉市若葉図書館泉分館,,2019-05-19T01:35:43Z,JP-1000768,
http://www.wikidata.org/entity/Q61886632,市川市中央図書館,,2019-05-19T01:35:48Z,JP-1000770,
http://www.wikidata.org/entity/Q61886633,市川市信篤図書館,,2019-05-19T01:35:51Z,JP-1000771,
http://www.wikidata.org/entity/Q61886634,市川市行徳図書館,,2019-05-19T01:35:54Z,JP-1000772,
http://www.wikidata.org/entity/Q61886636,市川市南行徳図書館,,2019-05-19T01:35:56Z,JP-1000773,
http://www.wikidata.org/entity/Q61886638,市川市市川駅南口図書館,,2019-05-19T01:36:01Z,JP-1000775,
http://www.wikidata.org/entity/Q61886639,船橋市西図書館,,2019-05-19T01:36:04Z,JP-1000776,
http://www.wikidata.org/entity/Q61886642,船橋市中央図書館,,2019-05-19T01:36:09Z,JP-1000778,
http://www.wikidata.org/entity/Q61886646,木更津市立図書館,,2019-05-19T01:36:17Z,JP-1000781,
http://www.wikidata.org/entity/Q61886647,松戸市立図書館本館,,2019-07-28T04:00:28Z,JP-1000782,
http://www.wikidata.org/entity/Q61886648,松戸市立図書館明分館,,2019-05-19T01:36:22Z,JP-1000783,
http://www.wikidata.org/entity/Q61886649,松戸市立図書館古ケ崎分館,,2019-05-19T01:36:24Z,JP-1000784,
http://www.wikidata.org/entity/Q61886650,松戸市立図書館小金分館,,2019-05-19T01:36:27Z,JP-1000785,
http://www.wikidata.org/entity/Q61886651,松戸市立図書館小金原分館,,2019-05-19T01:36:30Z,JP-1000786,
http://www.wikidata.org/entity/Q61886653,松戸市立図書館常盤平分館,,2019-05-19T01:36:35Z,JP-1000788,
http://www.wikidata.org/entity/Q61886655,松戸市立図書館馬橋分館,,2019-05-19T01:36:37Z,JP-1000789,
http://www.wikidata.org/entity/Q61886658,松戸市立図書館矢切分館,,2019-05-19T01:36:45Z,JP-1000792,
http://www.wikidata.org/entity/Q61886659,松戸市立図書館新松戸分館,,2019-05-19T01:36:47Z,JP-1000793,
http://www.wikidata.org/entity/Q61886660,松戸市立図書館東部分館,,2019-05-19T01:36:50Z,JP-1000794,
http://www.wikidata.org/entity/Q61886663,松戸市立図書館小金北分館,,2019-05-19T01:36:55Z,JP-1000796,
http://www.wikidata.org/entity/Q61886665,松戸市立図書館二十世紀が丘分館,,2019-05-19T01:37:00Z,JP-1000798,
http://www.wikidata.org/entity/Q61886667,松戸市立図書館八ケ崎分館,,2019-05-19T01:37:05Z,JP-1000800,
http://www.wikidata.org/entity/Q61886670,野田市立興風図書館,,2019-05-19T01:37:10Z,JP-1000802,
http://www.wikidata.org/entity/Q61886672,野田市立北図書館,,2019-05-19T01:37:15Z,JP-1000804,
http://www.wikidata.org/entity/Q61886675,茂原市立図書館,,2019-05-19T01:37:21Z,JP-1000806,
http://www.wikidata.org/entity/Q61886676,成田市公津公民館図書室,,2019-05-19T01:37:23Z,JP-1000808,
http://www.wikidata.org/entity/Q61886677,成田市久住公民館図書室,,2019-05-19T01:37:26Z,JP-1000809,
http://www.wikidata.org/entity/Q61886678,成田市橋賀台公民館図書室,,2019-05-19T01:37:28Z,JP-1000810,
http://www.wikidata.org/entity/Q61886680,成田市玉造公民館図書室,,2019-05-19T01:37:31Z,JP-1000811,
http://www.wikidata.org/entity/Q61886682,成田市成田公民館図書室,,2019-05-19T01:37:36Z,JP-1000813,
http://www.wikidata.org/entity/Q61886685,成田市中郷公民館図書室,,2019-05-19T01:37:41Z,JP-1000815,
http://www.wikidata.org/entity/Q61886686,成田市加良部公民館図書室,,2019-05-19T01:37:44Z,JP-1000816,
http://www.wikidata.org/entity/Q61886690,成田市三里塚コミュニティセンター図書室,,2019-05-19T01:37:52Z,JP-1000819,
http://www.wikidata.org/entity/Q61886691,成田市下総公民館図書室,,2019-05-19T01:37:54Z,JP-1000820,
http://www.wikidata.org/entity/Q61886689,成田市遠山公民館図書室,,2019-05-19T01:37:49Z,JP-1000818,
http://www.wikidata.org/entity/Q61886692,成田市大栄公民館図書室,,2019-05-19T01:37:57Z,JP-1000821,
http://www.wikidata.org/entity/Q61886693,佐倉市立佐倉図書館,,2019-05-19T01:37:59Z,JP-1000822,
http://www.wikidata.org/entity/Q61886694,佐倉市立志津図書館志津分館,,2019-05-19T01:38:02Z,JP-1000823,
http://www.wikidata.org/entity/Q61886695,佐倉市立志津図書館,,2019-05-19T01:38:04Z,JP-1000824,
http://www.wikidata.org/entity/Q61886696,佐倉市立佐倉南図書館,,2019-05-19T01:38:07Z,JP-1000825,
http://www.wikidata.org/entity/Q61886697,東金市立東金図書館,,2019-05-19T01:38:09Z,JP-1000826,
http://www.wikidata.org/entity/Q61886699,旭市図書館,,2019-05-19T01:38:12Z,JP-1000827,
http://www.wikidata.org/entity/Q61886701,習志野市立東習志野図書館,,2019-05-19T01:38:17Z,JP-1000829,
http://www.wikidata.org/entity/Q61886702,習志野市立新習志野図書館,,2019-05-19T01:38:20Z,JP-1000830,
http://www.wikidata.org/entity/Q61886703,習志野市立藤崎図書館,,2019-05-19T01:38:22Z,JP-1000831,
http://www.wikidata.org/entity/Q61886704,習志野市立谷津図書館,,2019-05-19T01:38:25Z,JP-1000832,
http://www.wikidata.org/entity/Q61886706,柏市立図書館,,2019-05-19T01:38:28Z,JP-1000833,
http://www.wikidata.org/entity/Q61886707,柏市立図書館田中分館,,2019-05-19T01:38:30Z,JP-1000834,
http://www.wikidata.org/entity/Q61886709,柏市立図書館南部分館,,2019-05-19T01:38:35Z,JP-1000836,
http://www.wikidata.org/entity/Q61886713,柏市立図書館永楽台分館,,2019-05-19T02:09:56Z,JP-1000839,
http://www.wikidata.org/entity/Q61886714,柏市立図書館増尾分館,,2019-05-19T01:38:43Z,JP-1000840,
http://www.wikidata.org/entity/Q61886715,柏市立図書館光ケ丘分館,,2019-05-19T01:38:45Z,JP-1000841,
http://www.wikidata.org/entity/Q61886716,柏市立図書館新富分館,,2019-05-19T02:09:58Z,JP-1000842,
http://www.wikidata.org/entity/Q61886717,柏市立図書館高田分館,,2019-05-19T02:10:01Z,JP-1000843,
http://www.wikidata.org/entity/Q61886718,柏市立図書館根戸分館,,2019-05-19T02:10:03Z,JP-1000844,
http://www.wikidata.org/entity/Q61886720,柏市立図書館新田原分館,,2019-05-19T02:10:06Z,JP-1000845,
http://www.wikidata.org/entity/Q61886721,柏市立図書館松葉分館,,2019-05-19T02:10:08Z,JP-1000846,
http://www.wikidata.org/entity/Q61886724,柏市立図書館高柳分館,,2019-05-19T02:10:16Z,JP-1000849,
http://www.wikidata.org/entity/Q61886725,柏市立図書館こども図書館,,2019-05-19T02:10:19Z,JP-1000850,
http://www.wikidata.org/entity/Q61886726,勝浦市立図書館,,2019-05-19T02:10:22Z,JP-1000851,
http://www.wikidata.org/entity/Q61886728,流山市立中央図書館,,2019-05-19T02:10:27Z,JP-1000853,
http://www.wikidata.org/entity/Q61886730,流山市立中央図書館初石分館,,2019-05-19T02:10:29Z,JP-1000855,
http://www.wikidata.org/entity/Q61886731,流山市立中央図書館北部分館,,2019-05-19T02:10:32Z,JP-1000856,
http://www.wikidata.org/entity/Q61886733,流山市立森の図書館,,2019-05-19T02:10:37Z,JP-1000858,
http://www.wikidata.org/entity/Q61886734,八千代市立大和田図書館,,2019-05-19T02:10:40Z,JP-1000859,
http://www.wikidata.org/entity/Q61886736,八千代市立八千代台図書館,,2019-05-19T02:10:42Z,JP-1000860,
http://www.wikidata.org/entity/Q61886738,八千代市立勝田台図書館,,2019-05-19T02:10:45Z,JP-1000861,
http://www.wikidata.org/entity/Q61886741,我孫子市民図書館布佐分館,,2019-05-19T02:10:53Z,JP-1000865,
http://www.wikidata.org/entity/Q61886742,鴨川市立図書館,,2019-05-19T02:10:55Z,JP-1000866,
http://www.wikidata.org/entity/Q61886746,君津市立中央図書館,,2019-05-19T02:11:00Z,JP-1000868,
http://www.wikidata.org/entity/Q61886747,浦安市立中央図書館,,2019-05-19T02:11:03Z,JP-1000869,
http://www.wikidata.org/entity/Q61886749,浦安市立図書館猫実分館,,2019-05-19T02:11:08Z,JP-1000871,
http://www.wikidata.org/entity/Q61886750,浦安市立図書館富岡分館,,2019-05-19T02:11:11Z,JP-1000872,
http://www.wikidata.org/entity/Q61886751,浦安市立図書館美浜分館,,2019-05-19T02:11:13Z,JP-1000873,
http://www.wikidata.org/entity/Q61886752,浦安市立図書館当代島分館,,2019-05-19T02:11:16Z,JP-1000874,
http://www.wikidata.org/entity/Q61886753,浦安市立図書館日の出分館,,2019-05-19T02:11:19Z,JP-1000875,
http://www.wikidata.org/entity/Q61886756,袖ケ浦市立中央図書館,,2019-05-19T02:11:24Z,JP-1000878,
http://www.wikidata.org/entity/Q61886757,袖ケ浦市立平川図書館,,2019-05-19T02:11:26Z,JP-1000879,
http://www.wikidata.org/entity/Q61886758,袖ケ浦市立長浦おかのうえ図書館,,2019-05-19T02:11:29Z,JP-1000882,
http://www.wikidata.org/entity/Q61886759,八街市立図書館,,2019-05-19T02:11:32Z,JP-1000883,
http://www.wikidata.org/entity/Q61886760,印西市立大森図書館,,2019-05-19T02:11:34Z,JP-1000884,
http://www.wikidata.org/entity/Q61886761,印西市立小林図書館,,2019-05-19T02:11:37Z,JP-1000885,
http://www.wikidata.org/entity/Q61886763,印西市立そうふけ図書館,,2019-05-19T02:11:39Z,JP-1000886,
http://www.wikidata.org/entity/Q61886765,印西市立小倉台図書館,,2019-05-19T02:11:42Z,JP-1000887,
http://www.wikidata.org/entity/Q61886768,白井市立図書館,,2019-05-19T02:11:47Z,JP-1000889,
http://www.wikidata.org/entity/Q61886771,富里市立図書館,,2019-05-19T02:11:53Z,JP-1000890,
http://www.wikidata.org/entity/Q61886772,南房総市千倉図書館,,2019-05-19T02:11:55Z,JP-1000891,
http://www.wikidata.org/entity/Q61886773,匝瑳市立八日市場図書館,,2019-05-19T02:11:58Z,JP-1000892,
http://www.wikidata.org/entity/Q61886777,香取市立小見川図書館,,2019-05-19T02:12:03Z,JP-1000894,
http://www.wikidata.org/entity/Q61886782,山武市さんぶの森図書館,,2019-05-19T02:12:08Z,JP-1000896,
http://www.wikidata.org/entity/Q61886783,山武市松尾図書館,,2019-05-19T02:12:10Z,JP-1000897,
http://www.wikidata.org/entity/Q61886784,酒々井町立図書館,,2019-05-19T02:12:13Z,JP-1000898,
http://www.wikidata.org/entity/Q61886788,大網白里市図書室,,2019-05-19T02:12:18Z,JP-1000900,
http://www.wikidata.org/entity/Q61886790,大網白里市図書室中部分室,,2019-05-19T02:12:21Z,JP-1000901,
http://www.wikidata.org/entity/Q61886791,大網白里町図書室白里分室,,2019-05-19T02:12:23Z,JP-1000902,
http://www.wikidata.org/entity/Q61886798,千代田区立四番町図書館,,2019-05-19T02:12:33Z,JP-1000910,
http://www.wikidata.org/entity/Q61886799,千代田区立昌平まちかど図書館,,2019-05-19T02:12:36Z,JP-1000911,
http://www.wikidata.org/entity/Q61886801,中央区立京橋図書館,,2019-05-19T02:12:41Z,JP-1000913,
http://www.wikidata.org/entity/Q61886803,中央区立月島図書館,,2019-05-19T02:12:44Z,JP-1000914,
http://www.wikidata.org/entity/Q61886804,中央区立日本橋図書館,,2019-05-19T02:12:46Z,JP-1000915,
http://www.wikidata.org/entity/Q61886814,新宿区立中央図書館,,2019-05-19T02:13:01Z,JP-1000922,
http://www.wikidata.org/entity/Q61886815,新宿区立大久保図書館,,2019-05-19T02:13:04Z,JP-1000923,
http://www.wikidata.org/entity/Q61886816,新宿区立四谷図書館,,2019-05-19T02:13:07Z,JP-1000924,
http://www.wikidata.org/entity/Q61886818,新宿区立戸山図書館,,2019-05-19T02:13:12Z,JP-1000926,
http://www.wikidata.org/entity/Q61886822,新宿区立西落合図書館,,2019-05-19T02:13:14Z,JP-1000927,
http://www.wikidata.org/entity/Q61886823,新宿区立北新宿図書館,,2019-05-19T02:13:17Z,JP-1000928,
http://www.wikidata.org/entity/Q61886824,新宿区立中町図書館,,2019-05-19T02:13:19Z,JP-1000929,
http://www.wikidata.org/entity/Q61886826,新宿区立角筈図書館,,2019-05-19T02:13:22Z,JP-1000930,
http://www.wikidata.org/entity/Q61886829,文京区立小石川図書館,,2019-05-19T02:13:27Z,JP-1000934,
http://www.wikidata.org/entity/Q61886830,文京区立本駒込図書館,,2019-05-19T02:13:30Z,JP-1000935,
http://www.wikidata.org/entity/Q61886832,文京区立水道端図書館,,2019-05-19T02:13:32Z,JP-1000936,
http://www.wikidata.org/entity/Q61886834,文京区立目白台図書館,,2019-05-19T02:13:35Z,JP-1000937,
